experiment,graph_id,graph_type,model,repetition,attack_id,attack_type,strategy,fraction_removed,nodes_removed,gcc_fraction,gcc_size,avg_path_length_gcc,diameter_gcc,global_efficiency,global_clustering,avg_local_clustering,mean_degree,max_degree,degree_std
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.1,100,0.9,900,3.5469855394883205,6,0.29905236270892654,0.009149096385542168,0.010036827370160704,7.831111111111111,14,2.3509640785782824
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.15000000000000002,150,0.85,850,3.7038342686898083,7,0.28722274681466675,0.008889112093210125,0.008961633138103726,7.00235294117647,12,2.195716496785515
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.2,200,0.798,798,3.88620862067339,8,0.27339409380823343,0.008738653299010975,0.008817189754689755,6.235,12,2.0651331676189795
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.25,250,0.747,747,4.0873197885375285,8,0.2600352554725991,0.00775480059084195,0.008400962000962001,5.557333333333333,11,1.8864551118139252
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.30000000000000004,300,0.696,696,4.319507152898371,9,0.24633123769212495,0.00751597143930853,0.008599773242630386,4.948571428571428,10,1.8079777856681167
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.35000000000000003,350,0.646,646,4.56844505243958,9,0.2339141329473415,0.008097165991902834,0.00833943833943834,4.430769230769231,10,1.7432880583649595
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.4,400,0.594,594,4.9629005059021924,11,0.21566750400039045,0.005788712011577424,0.00671031746031746,3.8666666666666667,9,1.6539514973407037
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.45,450,0.541,541,5.500499760388855,14,0.1948697640967502,0.005294740557712672,0.003935064935064935,3.349090909090909,8,1.560288170035817
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.5,500,0.481,481,6.110758835758836,14,0.16995168516619355,0.007882291119285338,0.006190476190476191,2.88,8,1.4824304368165138
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.55,550,0.422,422,7.085319314203375,15,0.14252528493814182,0.007401315789473684,0.005555555555555556,2.4444444444444446,6,1.368787875060844
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.6000000000000001,600,0.339,339,8.089647588626486,18,0.10514941432554926,0.003968253968253968,0.00125,2.07,6,1.2510395677195825
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.65,650,0.236,236,11.854850342589254,30,0.05420900395786845,0.007211538461538462,0.0019047619047619048,1.6514285714285715,6,1.140769521875833
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.7000000000000001,700,0.047,47,7.350601295097133,16,0.014099662322070283,0,0.0,1.3,5,1.0311805532172014
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.75,750,0.016,16,3.7083333333333335,8,0.00763641231593037,0,0.0,1.032,4,0.9289650154876662
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.8,800,0.008,8,2.5714285714285716,5,0.005329983249581243,0,0.0,0.75,3,0.7921489758877429
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.8500000000000001,850,0.008,8,2.5714285714285716,5,0.004771066368381804,0,0.0,0.5333333333333333,3,0.6992058987801011
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.9,900,0.003,3,1.3333333333333333,2,0.0035353535353535356,0,0.0,0.3,2,0.5567764362830021
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,0.9500000000000001,950,0.002,2,1.0,1,0.0016326530612244899,0,0.0,0.08,1,0.2712931993250107
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_degree,targeted,degree,1.0,1000,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.0,0,1.0,1000,3.260036036036036,6,0.3245843176507079,0.010565090673575129,0.011135467155823192,9.97,20,3.0635110575938844
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.05,50,0.95,950,3.4052775775054074,6,0.3111673968916319,0.009764375330347456,0.01079366831998411,8.8,16,2.652903077166994
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.1,100,0.9,900,3.5441428747991597,7,0.299474077606733,0.009682086285565902,0.009991933991933991,7.868888888888889,14,2.4194877531523735
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.15000000000000002,150,0.849,849,3.6941184967886747,7,0.287340116730825,0.009950987672657062,0.0096306242776831,7.049411764705883,13,2.2095846577720417
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.2,200,0.798,798,3.868174199614469,9,0.2747856112308244,0.01068108393222127,0.010425414862914864,6.3075,12,2.1072360451548846
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.25,250,0.747,747,4.068693002573296,9,0.26146067207749657,0.00935495367070563,0.00953958633958634,5.632,11,1.9604190028324726
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.30000000000000004,300,0.697,697,4.291437853526609,9,0.24870772791624857,0.008355534027609591,0.008924036281179139,5.022857142857143,11,1.84066536328357
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.35000000000000003,350,0.646,646,4.547512419900641,10,0.2349188796131074,0.007935195900148784,0.008173382173382173,4.486153846153846,10,1.7242056742455616
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.4,400,0.594,594,4.934726693579982,11,0.21644622490850224,0.005763688760806916,0.005599206349206349,3.89,10,1.6241613220366995
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.45,450,0.54,540,5.372569229712087,12,0.1981442858069204,0.005045408678102927,0.003883116883116883,3.418181818181818,9,1.5953444665470053
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.5,500,0.488,488,6.133444979297809,14,0.17416729033586875,0.006269592476489028,0.004333333333333333,2.916,8,1.438382424809202
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.55,550,0.421,421,7.356486822757606,18,0.13769968543575248,0.010230179028132993,0.006666666666666667,2.4133333333333336,7,1.3425680202093633
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.6000000000000001,600,0.33,330,8.39259463940315,21,0.09798535378095963,0.008152173913043478,0.0031666666666666666,2.04,6,1.2483589227461789
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.65,650,0.243,243,10.42488861680781,27,0.06113948062688643,0.01348314606741573,0.004285714285714286,1.68,6,1.1834091189682217
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.7000000000000001,700,0.054,54,8.572327044025156,20,0.016101162211879454,0.012605042016806723,0.0022222222222222222,1.3333333333333333,6,1.0687479694587598
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.75,750,0.014,14,3.8131868131868134,9,0.0067821125772932886,0,0.0,1.0,3,0.8809086218218096
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.8,800,0.007,7,2.380952380952381,5,0.005152428810720271,0,0.0,0.72,3,0.8009993757800314
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.8500000000000001,850,0.007,7,2.380952380952381,5,0.004037285607755407,0,0.0,0.4533333333333333,3,0.6888315388314395
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.9,900,0.003,3,1.3333333333333333,2,0.0013131313131313131,0,0.0,0.12,2,0.35440090293338705
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,0.9500000000000001,950,0.002,2,1.0,1,0.0008163265306122449,0,0.0,0.04,1,0.19595917942265428
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,0,targeted_betweenness,targeted,betweenness,1.0,1000,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.0,0,1.0,1000,3.268900900900901,5,0.32375111778419274,0.010347783492530002,0.010004976736818168,9.89,24,3.173310574148078
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.05,50,0.95,950,3.3001364317009596,6,0.3210238663051988,0.01053518752633797,0.010176754895134503,9.47578947368421,24,3.0999054583028034
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.1,100,0.9,900,3.351338524286244,6,0.31646603221865705,0.009765461981470661,0.010172704396354955,8.926666666666666,23,3.0190432627278168
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.15000000000000002,150,0.85,850,3.4158996743573753,6,0.31093567980916803,0.009604043807919124,0.01016914174422904,8.338823529411764,23,2.937069132060938
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.2,200,0.8,800,3.4835075093867336,6,0.3055048498130917,0.010639598874892993,0.010627460527518577,7.8075,22,2.8597104311450834
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.25,250,0.75,750,3.526191366266133,6,0.3022746180095213,0.010127803231251507,0.010153070138209456,7.416,21,2.7770987258888247
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.30000000000000004,300,0.7,700,3.6127978745146128,7,0.29569201872417333,0.009243037515858152,0.008788469933427917,6.854285714285714,20,2.6771885954318204
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.35000000000000003,350,0.65,650,3.690918572952471,7,0.290231203823685,0.008984053305382945,0.007624627509242893,6.396923076923077,18,2.5641294357566293
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.4,400,0.6,600,3.7835058430717865,7,0.2841246124487399,0.00820213066842651,0.006717726717726719,5.953333333333333,18,2.422358813681867
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.45,450,0.55,550,3.8682165921510183,7,0.27891412170060487,0.009228584950307619,0.00918777182413546,5.567272727272727,17,2.3037561854466
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.5,500,0.5,500,4.021875751503006,8,0.269872840919731,0.009456264775413711,0.007008424908424908,5.056,16,2.207456454836652
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.55,550,0.447,447,4.226974047210602,11,0.25572458919435603,0.007903402854006586,0.00515664582331249,4.502222222222223,15,2.1158123093495464
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.6000000000000001,600,0.394,394,4.492256622880097,10,0.2389145731392195,0.006756756756756757,0.0036408730158730158,3.965,10,1.9451927925015555
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.65,650,0.34,340,4.8791775117126495,12,0.21774027746048827,0.005870841487279843,0.0025963718820861677,3.4114285714285715,10,1.858382004182506
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.7000000000000001,700,0.278,278,5.376282367607719,12,0.18309337924557112,0.007569386038687973,0.004076719576719576,2.82,10,1.671606014187155
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.75,750,0.22,220,6.366625155666251,16,0.14476415151113697,0.009523809523809525,0.003657142857142857,2.264,7,1.4759078562024122
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.8,800,0.161,161,7.860093167701863,17,0.10551031414721034,0,0.0,1.83,6,1.2965724044572289
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.8500000000000001,850,0.084,84,6.8588640275387265,15,0.06334777054911225,0,0.0,1.44,5,1.1802824520709723
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.9,900,0.019,19,4.970760233918129,12,0.021102402087250557,0,0.0,0.88,3,0.9516301802696254
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,0.9500000000000001,950,0.006,6,2.3333333333333335,5,0.011183673469387754,0,0.0,0.4,2,0.6324555320336759
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,random_failures,random,,1.0,1000,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.0,0,1.0,1000,3.268900900900901,5,0.32375111778419274,0.010347783492530002,0.010004976736818168,9.89,24,3.173310574148078
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.05,50,0.95,950,3.419182518995064,6,0.3098429741382817,0.009198535048121965,0.008637584637584636,8.701052631578948,15,2.6732788752014516
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.1,100,0.9,900,3.548451365714992,6,0.2990323404619997,0.008835371309275275,0.007922170422170421,7.822222222222222,14,2.498789830554773
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.15000000000000002,150,0.85,850,3.710175292731934,7,0.2866792370668238,0.007708585247883918,0.006729564553093965,6.95764705882353,13,2.2912815048038198
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.2,200,0.799,799,3.8987362022076466,7,0.2730540780146349,0.006824291721238023,0.005696158008658009,6.155,12,2.1303696862281907
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.25,250,0.749,749,4.145823665065007,8,0.2578918430920123,0.004908565928777671,0.003991534391534391,5.402666666666667,12,1.9800318740419867
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.30000000000000004,300,0.696,696,4.401914330604482,9,0.24210727342837,0.003977197401564364,0.0035408163265306125,4.771428571428571,11,1.8858225077170558
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.35000000000000003,350,0.643,643,4.694311613687786,10,0.22606450611475087,0.0027598896044158236,0.0021794871794871794,4.203076923076923,9,1.805629592372719
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.4,400,0.592,592,5.187468559930489,11,0.2054246886941439,0.0016519823788546256,0.0017142857142857142,3.6066666666666665,9,1.6447762428029196
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.45,450,0.537,537,5.708941326885127,14,0.185685545158505,0.0023237800154918666,0.0022077922077922076,3.1745454545454543,8,1.57667292761091
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.5,500,0.468,468,6.5072658723622325,14,0.15188140541267037,0.0018598884066955983,0.0010666666666666667,2.632,8,1.4685285152151455
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.55,550,0.382,382,7.760673894820739,19,0.10908707260463091,0.003061224489795918,0.0011851851851851852,2.168888888888889,8,1.3492091876720842
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.6000000000000001,600,0.286,286,8.48548644338118,21,0.07357618744316155,0,0.0,1.795,8,1.2817858635513186
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.65,650,0.169,169,10.36862496477881,29,0.03284516572679921,0,0.0,1.4228571428571428,5,1.1076579446963668
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.7000000000000001,700,0.044,44,7.266384778012685,18,0.009697357655059854,0,0.0,1.1,4,0.9539392014169457
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.75,750,0.011,11,3.1272727272727274,7,0.0053152036718301715,0,0.0,0.8,3,0.8390470785361213
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.8,800,0.009,9,2.6666666666666665,5,0.003882747068676718,0,0.0,0.57,3,0.7107038764492565
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.8500000000000001,850,0.005,5,2.0,4,0.003862788963460104,0,0.0,0.4666666666666667,2,0.6394442031083626
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.9,900,0.005,5,2.0,4,0.003316498316498316,0,0.0,0.28,2,0.5114684741017769
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,0.9500000000000001,950,0.003,3,1.3333333333333333,2,0.002857142857142857,0,0.0,0.12,2,0.38157568056677826
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_degree,targeted,degree,1.0,1000,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.0,0,1.0,1000,3.268900900900901,5,0.32375111778419274,0.010347783492530002,0.010004976736818168,9.89,24,3.173310574148078
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.05,50,0.95,950,3.4185946425600355,6,0.3099838056691677,0.009477068877982739,0.008848625059151375,8.72421052631579,15,2.6930208352028333
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.1,100,0.9,900,3.547126436781609,6,0.2992387426372613,0.009648085169303563,0.00842617259283926,7.848888888888889,15,2.5217826342333685
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.15000000000000002,150,0.85,850,3.703764983025012,7,0.2872165902884532,0.008953887479480675,0.007776733070850718,6.992941176470588,13,2.3222599659557863
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.2,200,0.8,800,3.884671464330413,7,0.27477036027225243,0.007841297500167549,0.006513077200577201,6.2225,12,2.192143642647534
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.25,250,0.749,749,4.1191642332379,8,0.259559005658009,0.006153272422151781,0.005098412698412698,5.48,11,2.013024258837103
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.30000000000000004,300,0.699,699,4.378067726715611,9,0.2454664973277484,0.0038565368299267257,0.003552154195011338,4.845714285714286,11,1.8948566258830932
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.35000000000000003,350,0.645,645,4.7062641436756705,10,0.22685146491864489,0.004416635995583364,0.004252747252747252,4.2153846153846155,10,1.779302436283195
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.4,400,0.592,592,5.126463392326336,12,0.20776496461498184,0.0023885350318471337,0.0019365079365079364,3.6666666666666665,9,1.6679994670929073
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.45,450,0.539,539,5.80593967901456,12,0.18345125754220132,0.0024183796856106408,0.0013333333333333333,3.130909090909091,8,1.533015178395205
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.5,500,0.473,473,6.6618142401548,14,0.15174370192264847,0.0018856065367693275,0.001,2.648,8,1.4142475030913082
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.55,550,0.403,403,8.197153191857092,17,0.11453506664246507,0,0.0,2.16,7,1.2931271313284622
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.6000000000000001,600,0.301,301,9.949634551495016,22,0.07175016397782799,0,0.0,1.805,7,1.2194158437547054
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.65,650,0.181,181,12.54487415592388,32,0.03272796828230655,0,0.0,1.4114285714285715,5,1.0990311131879307
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.7000000000000001,700,0.024,24,5.594202898550725,13,0.006678291360565604,0,0.0,1.04,3,0.8708616422830896
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.75,750,0.008,8,2.5714285714285716,5,0.004761216293746413,0,0.0,0.792,3,0.7878680092502804
synthetic_comparison,ER_n1000_p0.01,synthetic,erdos_renyi,1,targeted_betweenness,targeted,betweenness,0.8,800,0.006,6,2.3333333333333335,5,0.0037135678391959793,0,0.0,0.56,3,0.6974238309665077
